DEPOT_ID,prd_id,prd_key,CURRENT_STOCK,SAFETY_STOCK,LAST_COUNT_DT,DEPOT_COUNTRY
DC_FR,8646,HL-U509-R,774,187,2025-09-01,France
DC_DE,8647,TT-M928,606,101,2025-01-13,Germany
WH001,8648,HL-U509,508,114,2025-08-20,US
DC_DE,8649,CA-1098,29,33,2025-09-01,Germany
DC_UK,8650,SH-W890-L,416,176,2025-04-27,United Kingdom
WH001,8651,BK-R89B-48,278,92,2025-06-10,US
DC_FR,8652,WB-H098,987,146,2025-09-23,France
WH001,8653,CA-1098,307,79,2025-10-29,US
DC_DE,8654,BC-R205,639,197,2025-02-28,Germany
DC_CA,8655,BK-R89B-44,980,162,2025-08-22,Canada
DC_UK,8656,PK-7098,656,54,2025-07-12,United Kingdom
DC_FR,8657,PK-7098,166,162,2025-02-22,France
WH003,8658,ST-1401,710,189,2025-03-21,US
DC_UK,8659,TI-M267,313,195,2025-01-11,United Kingdom
DC_CA,8660,TT-M928,150,195,2025-06-28,Canada
DC_UK,8661,HL-U509-B,854,170,2025-06-28,United Kingdom
WH003,8662,CA-1098,320,88,2025-10-02,US
DC_UK,8663,TT-R982,343,68,2025-11-02,United Kingdom
DC_FR,8664,CL-9009,751,130,2025-05-16,France
DC_FR,8665,LJ-0192-M,166,69,2025-12-15,France
WH002,8666,GL-H102-L,657,182,2025-09-10,US
WH002,8667,PK-7098,16,153,2025-02-26,US
WH002,8668,CL-9009,735,74,2025-07-22,US
WH003,8669,TT-R982,803,178,2025-03-25,US
DC_UK,8670,TI-R982,504,182,2025-07-04,United Kingdom
WH002,8671,PK-7098,151,70,2025-08-06,US
WH003,8672,TT-R982,601,41,2025-10-06,US
WH002,8673,TI-R982,495,29,2025-01-07,US
WH002,8674,TI-R982,998,99,2025-10-04,US
DC_FR,8675,PK-7098,177,99,2025-04-15,France
WH002,8676,ST-1401,747,198,2025-07-05,US
DC_FR,8677,TI-M602,844,76,2025-06-24,France
WH003,8678,TT-M928,734,89,2025-10-24,US
WH001,8679,PK-7098,139,158,2025-11-08,US
WH003,8680,TI-M602,325,137,2025-07-23,US
DC_FR,8681,PK-7098,866,121,2025-05-16,France
DC_UK,8682,BC-M005,263,183,2025-01-04,United Kingdom
WH002,8683,WB-H098,125,121,2025-07-07,US
DC_DE,8684,GL-H102-M,351,182,2025-01-09,Germany
DC_UK,8685,SH-W890-M,389,144,2025-04-26,United Kingdom
DC_FR,8686,SH-W890-S,764,146,2025-06-21,France
DC_UK,8687,SJ-0194-S,774,197,2025-09-26,United Kingdom
WH002,8688,WB-H098,215,166,2025-09-19,US
DC_FR,8689,CA-1098,528,182,2025-05-16,France
DC_CA,8690,TT-M928,960,191,2025-03-21,Canada
DC_UK,8691,PK-7098,172,42,2025-07-19,United Kingdom
DC_CA,8692,FE-6654,475,116,2025-10-29,Canada
DC_DE,8693,BC-M005,176,25,2025-07-15,Germany
WH002,8694,WB-H098,63,184,2025-05-08,US
DC_CA,8695,CL-9009,131,133,2025-06-22,Canada
DC_UK,8696,TT-M928,264,171,2025-09-26,United Kingdom
DC_DE,8697,TI-M267,735,183,2025-02-21,Germany
DC_CA,8698,TI-R628,335,186,2025-09-15,Canada
WH002,8699,TT-R982,308,162,2025-07-30,US
DC_CA,8700,PK-7098,244,130,2025-07-29,Canada
DC_FR,8701,WB-H098,529,76,2025-01-25,France
DC_CA,8702,TT-R982,417,199,2025-11-21,Canada
DC_CA,8703,TT-T092,576,189,2025-10-18,Canada
DC_CA,8704,HL-U509-R,457,28,2025-07-16,Canada
DC_CA,8705,TT-T092,648,65,2025-07-01,Canada
WH001,8706,PK-7098,520,148,2025-01-24,US
WH001,8707,HL-U509,471,192,2025-11-23,US
WH002,8708,BK-M68B-46,701,189,2025-04-28,US
WH003,8709,TT-M928,650,194,2025-04-17,US
DC_UK,8710,TI-M823,6,197,2025-09-07,United Kingdom
DC_CA,8711,HL-U509-R,321,160,2025-03-22,Canada
WH002,8712,BK-M68B-38,655,25,2025-03-14,US
WH003,8713,WB-H098,606,131,2025-02-15,US
DC_UK,8714,BC-M005,554,137,2025-11-25,United Kingdom
DC_FR,8715,CA-1098,288,34,2025-02-15,France
DC_DE,8716,BK-R19B-58,62,145,2025-03-20,Germany
DC_UK,8717,BC-R205,149,176,2025-01-23,United Kingdom
DC_FR,8718,WB-H098,715,193,2025-10-12,France
WH003,8719,HL-U509-R,610,33,2025-07-13,US
DC_FR,8720,BK-R19B-52,5,150,2025-01-04,France
DC_DE,8721,BK-T79U-60,741,186,2025-09-03,Germany
DC_CA,8722,WB-H098,24,33,2025-02-06,Canada
WH001,8723,BC-R205,205,200,2025-08-30,US
WH003,8724,HL-U509,101,49,2025-09-02,US
DC_CA,8725,LJ-0192-X,98,71,2025-02-17,Canada
DC_UK,8726,SO-R809-M,333,191,2025-10-16,United Kingdom
DC_FR,8727,BK-R64Y-42,538,52,2025-08-11,France
DC_FR,8728,HL-U509-R,99,200,2025-06-01,France
DC_UK,8729,BK-R19B-48,902,51,2025-10-18,United Kingdom
DC_DE,8730,TI-R092,450,131,2025-07-01,Germany
DC_CA,8731,BK-R64Y-42,487,52,2025-03-12,Canada
WH003,8732,CA-1098,677,141,2025-10-31,US
WH001,8733,LJ-0192-X,919,119,2025-09-29,US
DC_FR,8734,BK-R19B-58,693,27,2025-10-29,France
DC_FR,8735,HL-U509-R,206,116,2025-02-02,France
DC_CA,8736,BK-R19B-48,36,86,2025-11-16,Canada
DC_DE,8737,SO-R809-M,550,22,2025-01-29,Germany
DC_DE,8738,BK-T79Y-50,381,47,2025-11-14,Germany
WH002,8739,BK-R89B-48,581,109,2025-02-28,US
DC_DE,8740,BK-R89B-48,849,192,2025-12-07,Germany
DC_UK,8741,BK-M68B-42,749,141,2025-10-05,United Kingdom
DC_DE,8742,FE-6654,985,104,2025-02-16,Germany
DC_DE,8743,BC-M005,372,112,2025-04-28,Germany
DC_CA,8744,WB-H098,77,118,2025-08-13,Canada
DC_DE,8745,HL-U509,151,137,2025-02-11,Germany
DC_FR,8746,BK-M68B-42,32,119,2025-10-18,France
DC_UK,8747,BC-M005,100,47,2025-01-12,United Kingdom
DC_FR,8748,HL-U509-R,345,51,2025-10-13,France
DC_FR,8749,TI-M267,923,75,2025-08-30,France
DC_CA,8750,PK-7098,518,143,2025-05-03,Canada
DC_DE,8751,TI-R628,765,171,2025-05-19,Germany
WH003,8752,TT-M928,423,195,2025-12-06,US
WH002,8753,TI-M823,210,167,2025-09-22,US
WH002,8754,PK-7098,197,89,2025-07-14,US
DC_UK,8755,TI-R982,102,44,2025-10-29,United Kingdom
WH001,8756,TT-R982,569,124,2025-02-15,US
WH002,8757,HL-U509-B,158,73,2025-06-01,US
WH002,8758,CA-1098,61,46,2025-02-11,US
DC_CA,8759,BK-R79Y-48,821,96,2025-11-08,Canada
WH001,8760,TI-R628,123,27,2025-03-13,US
DC_FR,8761,PK-7098,55,151,2025-10-06,France
WH002,8762,ST-1401,221,108,2025-10-23,US
DC_UK,8763,BK-R89B-48,132,102,2025-05-05,United Kingdom
DC_FR,8764,BC-R205,383,159,2025-03-15,France
WH003,8765,WB-H098,798,189,2025-12-25,US
WH001,8766,GL-H102-M,951,166,2025-12-14,US
WH001,8767,HL-U509,365,118,2025-02-16,US
WH002,8768,SJ-0194-S,225,20,2025-08-11,US
DC_DE,8769,TT-R982,275,29,2025-02-17,Germany
DC_DE,8770,HL-U509-B,921,40,2025-12-24,Germany
DC_UK,8771,TI-R628,521,79,2025-01-04,United Kingdom
DC_UK,8772,TT-R982,534,153,2025-01-10,United Kingdom
WH002,8773,PK-7098,904,125,2025-11-09,US
DC_UK,8774,CL-9009,793,111,2025-03-04,United Kingdom
WH003,8775,TI-R628,464,25,2025-02-11,US
WH003,8776,PK-7098,175,161,2025-06-25,US
DC_FR,8777,TI-M267,741,23,2025-05-19,France
WH003,8778,PK-7098,520,97,2025-02-22,US
DC_DE,8779,TI-R982,24,81,2025-03-19,Germany
DC_FR,8780,PK-7098,788,83,2025-09-14,France
WH003,8781,TI-R982,137,72,2025-09-26,US
WH002,8782,TT-R982,683,143,2025-08-05,US
DC_DE,8783,PK-7098,430,148,2025-12-21,Germany
WH003,8784,TI-M267,329,77,2025-12-31,US
DC_DE,8785,TT-M928,506,99,2025-10-05,Germany
WH002,8786,TI-M602,667,39,2025-04-17,US
WH002,8787,PK-7098,104,80,2025-12-28,US
DC_FR,8788,TI-M602,289,102,2025-02-07,France
WH003,8789,PK-7098,622,171,2025-05-16,US
DC_DE,8790,BC-M005,792,97,2025-04-11,Germany
DC_DE,8791,WB-H098,258,60,2025-08-21,Germany
WH002,8792,SO-R809-M,408,155,2025-11-08,US
DC_UK,8793,WB-H098,896,20,2025-02-06,United Kingdom
WH002,8794,SH-W890-M,627,24,2025-06-01,US
DC_CA,8795,LJ-0192-M,67,33,2025-12-25,Canada
DC_DE,8796,SH-W890-M,418,172,2025-10-02,Germany
WH001,8797,SO-R809-L,760,46,2025-04-19,US
WH003,8798,WB-H098,932,85,2025-06-05,US
WH002,8799,HL-U509,467,166,2025-08-03,US
DC_DE,8800,LJ-0192-M,82,183,2025-06-29,Germany
DC_DE,8801,TT-M928,451,115,2025-02-27,Germany
WH003,8802,SO-R809-L,617,176,2025-08-25,US
WH001,8803,TT-M928,724,145,2025-05-28,US
WH002,8804,PK-7098,871,88,2025-07-29,US
WH001,8805,TI-M602,655,42,2025-08-05,US
WH002,8806,TT-M928,238,50,2025-01-01,US
DC_CA,8807,PK-7098,786,154,2025-03-02,Canada
WH002,8808,WB-H098,182,136,2025-05-29,US
WH001,8809,WB-H098,111,195,2025-08-09,US
WH002,8810,GL-H102-L,796,80,2025-07-09,US
DC_UK,8811,TI-R092,65,135,2025-07-20,United Kingdom
WH001,8812,TT-R982,72,140,2025-04-15,US
DC_CA,8813,TI-T723,611,199,2025-09-24,Canada
DC_FR,8814,TI-R092,335,115,2025-10-10,France
DC_CA,8815,TI-M823,930,153,2025-12-20,Canada
DC_FR,8816,FE-6654,494,36,2025-12-09,France
DC_DE,8817,HL-U509-B,505,88,2025-10-28,Germany
WH003,8818,LJ-0192-M,219,127,2025-09-19,US
WH001,8819,CA-1098,76,167,2025-01-21,US
WH001,8820,TI-M823,351,137,2025-12-14,US
DC_DE,8821,TT-M928,531,86,2025-10-30,Germany
DC_DE,8822,TT-M928,148,38,2025-11-13,Germany
DC_UK,8823,TI-M823,266,137,2025-03-11,United Kingdom
DC_DE,8824,PK-7098,402,146,2025-04-24,Germany
WH001,8825,TT-M928,63,175,2025-09-22,US
DC_UK,8826,TI-M823,712,58,2025-09-07,United Kingdom
DC_FR,8827,PK-7098,141,184,2025-01-28,France
DC_CA,8828,TI-M823,804,175,2025-11-27,Canada
WH003,8829,FE-6654,546,42,2025-12-28,US
WH001,8830,SO-R809-M,386,156,2025-01-27,US
DC_FR,8831,TI-M823,703,44,2025-09-05,France
DC_DE,8832,PK-7098,678,186,2025-10-16,Germany
WH002,8833,CA-1098,992,76,2025-07-11,US
DC_FR,8834,BK-R79Y-40,982,54,2025-03-23,France
WH003,8835,SJ-0194-X,339,133,2025-02-23,US
WH001,8836,BK-M18S-48,873,139,2025-04-27,US
DC_DE,8837,FE-6654,24,163,2025-09-19,Germany
DC_UK,8838,BC-M005,724,125,2025-07-16,United Kingdom
DC_CA,8839,WB-H098,292,146,2025-04-17,Canada
DC_UK,8840,GL-H102-L,69,113,2025-05-24,United Kingdom
DC_UK,8841,BK-M68S-42,252,54,2025-04-13,United Kingdom
DC_DE,8842,FE-6654,415,110,2025-04-19,Germany
WH001,8843,HL-U509-R,807,144,2025-03-22,US
DC_DE,8844,SO-R809-M,312,54,2025-05-02,Germany
DC_DE,8845,BK-M68B-46,579,101,2025-10-16,Germany
DC_FR,8846,PK-7098,774,187,2025-09-01,France
DC_DE,8847,BK-T18U-54,606,101,2025-01-13,Germany
WH001,8848,BC-R205,508,114,2025-08-20,US
DC_DE,8849,WB-H098,29,33,2025-09-01,Germany
DC_UK,8850,SJ-0194-M,416,176,2025-04-27,United Kingdom
WH001,8851,BK-T44U-54,278,92,2025-06-10,US
DC_FR,8852,CA-1098,987,146,2025-09-23,France
WH001,8853,BK-M38S-38,307,79,2025-10-29,US
DC_DE,8854,SH-W890-S,639,197,2025-02-28,Germany
DC_CA,8855,BK-R79Y-44,980,162,2025-08-22,Canada
DC_UK,8856,SJ-0194-S,656,54,2025-07-12,United Kingdom
DC_FR,8857,GL-H102-M,166,162,2025-02-22,France
WH003,8858,BK-M68B-42,710,189,2025-03-21,US
DC_UK,8859,WB-H098,313,195,2025-01-11,United Kingdom
DC_CA,8860,BC-M005,150,195,2025-06-28,Canada
DC_UK,8861,LJ-0192-L,854,170,2025-06-28,United Kingdom
WH003,8862,BK-R19B-48,320,88,2025-10-02,US
DC_UK,8863,BC-R205,343,68,2025-11-02,United Kingdom
DC_FR,8864,BK-R19B-44,751,130,2025-05-16,France
DC_FR,8865,TI-R092,166,69,2025-12-15,France
WH002,8866,SJ-0194-X,657,182,2025-09-10,US
WH002,8867,BK-R64Y-44,16,153,2025-02-26,US
WH002,8868,SJ-0194-X,735,74,2025-07-22,US
WH003,8869,CA-1098,803,178,2025-03-25,US
DC_UK,8870,BK-R64Y-42,504,182,2025-07-04,United Kingdom
WH002,8871,HL-U509-R,151,70,2025-08-06,US
WH003,8872,GL-H102-S,601,41,2025-10-06,US
WH002,8873,BK-R64Y-40,495,29,2025-01-07,US
WH002,8874,TI-R628,998,99,2025-10-04,US
DC_FR,8875,TT-R982,177,99,2025-04-15,France
WH002,8876,HL-U509,747,198,2025-07-05,US
DC_FR,8877,BK-R19B-48,844,76,2025-06-24,France
WH003,8878,GL-H102-L,734,89,2025-10-24,US
WH001,8879,BK-R19B-44,139,158,2025-11-08,US
WH003,8880,BC-R205,325,137,2025-07-23,US
DC_FR,8881,WB-H098,866,121,2025-05-16,France
DC_UK,8882,BK-T79Y-60,263,183,2025-01-04,United Kingdom
WH002,8883,BK-T44U-46,125,121,2025-07-07,US
DC_DE,8884,BK-R89B-48,351,182,2025-01-09,Germany
DC_UK,8885,WB-H098,389,144,2025-04-26,United Kingdom
DC_FR,8886,BC-R205,764,146,2025-06-21,France
DC_UK,8887,HY-1023-70,774,197,2025-09-26,United Kingdom
WH002,8888,BK-M68S-38,215,166,2025-09-19,US
DC_FR,8889,FE-6654,528,182,2025-05-16,France
DC_CA,8890,BC-M005,960,191,2025-03-21,Canada
DC_UK,8891,WB-H098,172,42,2025-07-19,United Kingdom
DC_CA,8892,CA-1098,475,116,2025-10-29,Canada
DC_DE,8893,BK-M68S-46,176,25,2025-07-15,Germany
WH002,8894,TI-M823,63,184,2025-05-08,US
DC_CA,8895,HL-U509,131,133,2025-06-22,Canada
DC_UK,8896,CA-1098,264,171,2025-09-26,United Kingdom
DC_DE,8897,BC-R205,735,183,2025-02-21,Germany
DC_CA,8898,WB-H098,335,186,2025-09-15,Canada
WH002,8899,CA-1098,308,162,2025-07-30,US
DC_CA,8900,HL-U509-B,244,130,2025-07-29,Canada
DC_FR,8901,GL-H102-S,529,76,2025-01-25,France
DC_CA,8902,HL-U509-R,417,199,2025-11-21,Canada
DC_CA,8903,TT-M928,576,189,2025-10-18,Canada
DC_CA,8904,TI-M267,457,28,2025-07-16,Canada
DC_CA,8905,FE-6654,648,65,2025-07-01,Canada
WH001,8906,TI-R092,520,148,2025-01-24,US
WH001,8907,TT-R982,471,192,2025-11-23,US
WH002,8908,HL-U509-B,701,189,2025-04-28,US
WH003,8909,LJ-0192-S,650,194,2025-04-17,US
DC_UK,8910,SH-W890-M,6,197,2025-09-07,United Kingdom
DC_CA,8911,BC-M005,321,160,2025-03-22,Canada
WH002,8912,HY-1023-70,655,25,2025-03-14,US
WH003,8913,CA-1098,606,131,2025-02-15,US
DC_UK,8914,BK-M18S-42,554,137,2025-11-25,United Kingdom
DC_FR,8915,BK-R89B-58,288,34,2025-02-15,France
DC_DE,8916,HL-U509-R,62,145,2025-03-20,Germany
DC_UK,8917,BK-M38S-38,149,176,2025-01-23,United Kingdom
DC_FR,8918,LJ-0192-L,715,193,2025-10-12,France
WH003,8919,BK-M38S-46,610,33,2025-07-13,US
DC_FR,8920,TT-M928,5,150,2025-01-04,France
DC_DE,8921,TI-M602,741,186,2025-09-03,Germany
DC_CA,8922,HL-U509,24,33,2025-02-06,Canada
WH001,8923,TT-R982,205,200,2025-08-30,US
WH003,8924,HL-U509-B,101,49,2025-09-02,US
DC_CA,8925,TI-R628,98,71,2025-02-17,Canada
DC_UK,8926,PK-7098,333,191,2025-10-16,United Kingdom
DC_FR,8927,TT-R982,538,52,2025-08-11,France
DC_FR,8928,TI-R092,99,200,2025-06-01,France
DC_UK,8929,HL-U509-B,902,51,2025-10-18,United Kingdom
DC_DE,8930,TT-T092,450,131,2025-07-01,Germany
DC_CA,8931,HY-1023-70,487,52,2025-03-12,Canada
WH003,8932,CL-9009,677,141,2025-10-31,US
WH001,8933,TT-T092,919,119,2025-09-29,US
DC_FR,8934,HY-1023-70,693,27,2025-10-29,France
DC_FR,8935,GL-H102-M,206,116,2025-02-02,France
DC_CA,8936,TI-M267,36,86,2025-11-16,Canada
DC_DE,8937,TI-R982,550,22,2025-01-29,Germany
DC_DE,8938,TT-R982,381,47,2025-11-14,Germany
WH002,8939,TI-M602,581,109,2025-02-28,US
DC_DE,8940,PK-7098,849,192,2025-12-07,Germany
DC_UK,8941,TT-M928,749,141,2025-10-05,United Kingdom
DC_DE,8942,TI-M602,985,104,2025-02-16,Germany
DC_DE,8943,HL-U509-R,372,112,2025-04-28,Germany
DC_UK,8944,BC-M005,968,47,2025-01-12,United Kingdom
DC_FR,8945,WB-H098,545,51,2025-10-13,France
DC_FR,8946,SH-W890-S,823,75,2025-08-30,France
DC_CA,8947,SH-W890-S,518,143,2025-05-03,Canada
DC_DE,8948,SJ-0194-M,765,171,2025-05-19,Germany
WH003,8949,CA-1098,823,195,2025-12-06,US
WH002,8950,SH-W890-S,210,167,2025-09-22,US
WH002,8951,LJ-0192-S,197,89,2025-07-14,US
DC_UK,8952,WB-H098,102,44,2025-10-29,United Kingdom
WH001,8953,HL-U509-B,569,124,2025-02-15,US
WH002,8954,VE-C304-M,158,73,2025-06-01,US
WH002,8955,GL-H102-L,61,46,2025-02-11,US
DC_CA,8956,SH-W890-S,821,96,2025-11-08,Canada
WH001,8957,SH-W890-M,123,27,2025-03-13,US
DC_FR,8958,TT-M928,55,151,2025-10-06,France
WH002,8959,TT-M928,221,108,2025-10-23,US
DC_UK,8960,HL-U509-R,132,102,2025-05-05,United Kingdom
DC_FR,8961,TT-M928,383,159,2025-03-15,France
WH003,8962,HL-U509-R,798,189,2025-12-25,US
WH001,8963,FE-6654,951,166,2025-12-14,US
WH001,8964,BC-M005,365,118,2025-02-16,US
WH002,8965,WB-H098,225,20,2025-08-11,US
DC_DE,8966,GL-H102-L,275,29,2025-02-17,Germany
DC_DE,8967,TT-M928,921,40,2025-12-24,Germany
DC_UK,8968,HL-U509,521,79,2025-01-04,United Kingdom
DC_UK,8969,WB-H098,534,153,2025-01-10,United Kingdom
WH002,8970,TI-M602,904,125,2025-11-09,US
DC_UK,8971,TT-M928,793,111,2025-03-04,United Kingdom
WH003,8972,PK-7098,464,25,2025-02-11,US
WH003,8973,TT-R982,175,161,2025-06-25,US
DC_FR,8974,HL-U509-B,741,23,2025-05-19,France
WH003,8975,CA-1098,520,97,2025-02-22,US
DC_DE,8976,TT-T092,24,81,2025-03-19,Germany
DC_FR,8977,PK-7098,788,83,2025-09-14,France
WH003,8978,CL-9009,137,72,2025-09-26,US
WH002,8979,TI-T723,683,143,2025-08-05,US
DC_DE,8980,TT-T092,430,148,2025-12-21,Germany
WH003,8981,FE-6654,329,77,2025-12-31,US
DC_DE,8982,BC-M005,506,99,2025-10-05,Germany
WH002,8983,WB-H098,667,39,2025-04-17,US
WH002,8984,HY-1023-70,104,80,2025-12-28,US
DC_FR,8985,VE-C304-L,289,102,2025-02-07,France
WH003,8986,FE-6654,622,171,2025-05-16,US
DC_DE,8987,SO-R809-L,792,97,2025-04-11,Germany
DC_DE,8988,BK-M38S-42,258,60,2025-08-21,Germany
WH002,8989,TI-M602,408,155,2025-11-08,US
DC_UK,8990,TT-M928,896,20,2025-02-06,United Kingdom
WH002,8991,BK-M68B-46,627,24,2025-06-01,US
DC_CA,8992,TI-M823,67,33,2025-12-25,Canada
DC_DE,8993,PK-7098,418,172,2025-10-02,Germany
WH001,8994,BK-M68S-38,760,46,2025-04-19,US
WH003,8995,BC-M005,932,85,2025-06-05,US
WH002,8996,WB-H098,467,166,2025-08-03,US
DC_DE,8997,HL-U509-R,82,183,2025-06-29,Germany
DC_DE,8998,BK-M68S-46,451,115,2025-02-27,Germany
WH003,8999,BK-M68S-42,617,176,2025-08-25,US
WH001,9000,TI-M823,724,145,2025-05-28,US
WH002,9001,PK-7098,871,88,2025-07-29,US
WH001,9002,BK-M18B-42,655,42,2025-08-05,US
WH002,9003,BC-M005,238,50,2025-01-01,US
DC_CA,9004,WB-H098,786,154,2025-03-02,Canada
WH002,9005,BK-T18U-44,182,136,2025-05-29,US
WH001,9006,HL-U509,111,195,2025-08-09,US
WH002,9007,GL-H102-S,796,80,2025-07-09,US
DC_UK,9008,BK-T44U-50,65,135,2025-07-20,United Kingdom
WH001,9009,BC-R205,72,140,2025-04-15,US
DC_CA,9010,WB-H098,611,199,2025-09-24,Canada
DC_FR,9011,PK-7098,335,115,2025-10-10,France
DC_CA,9012,BK-R19B-44,930,153,2025-12-20,Canada
DC_FR,9013,TT-R982,494,36,2025-12-09,France
DC_DE,9014,TI-R092,505,88,2025-10-28,Germany
WH003,9015,PK-7098,219,127,2025-09-19,US
WH001,9016,BK-R64Y-48,76,167,2025-01-21,US
WH001,9017,SJ-0194-X,351,137,2025-12-14,US
DC_DE,9018,CA-1098,531,86,2025-10-30,Germany
DC_DE,9019,BK-R64Y-44,148,38,2025-11-13,Germany
DC_UK,9020,LJ-0192-X,266,137,2025-03-11,United Kingdom
DC_DE,9021,BK-R64Y-44,402,146,2025-04-24,Germany
WH001,9022,SJ-0194-L,63,175,2025-09-22,US
DC_UK,9023,CA-1098,712,58,2025-09-07,United Kingdom
DC_FR,9024,BK-M68S-42,141,184,2025-01-28,France
DC_CA,9025,FE-6654,804,175,2025-11-27,Canada
WH003,9026,BC-M005,546,42,2025-12-28,US
WH001,9027,HL-U509,386,156,2025-01-27,US
DC_FR,9028,TI-M267,703,44,2025-09-05,France
DC_DE,9029,PK-7098,678,186,2025-10-16,Germany
WH002,9030,TI-M267,992,76,2025-07-11,US
DC_FR,9031,PK-7098,982,54,2025-03-23,France
WH003,9032,TI-R628,339,133,2025-02-23,US
WH001,9033,PK-7098,873,139,2025-04-27,US
DC_DE,9034,CL-9009,24,163,2025-09-19,Germany
DC_UK,9035,TI-R092,724,125,2025-07-16,United Kingdom
DC_CA,9036,TI-R092,292,146,2025-04-17,Canada
DC_UK,9037,SJ-0194-M,69,113,2025-05-24,United Kingdom
DC_UK,9038,SH-W890-L,252,54,2025-04-13,United Kingdom
DC_DE,9039,SJ-0194-L,415,110,2025-04-19,Germany
WH001,9040,TT-R982,807,144,2025-03-22,US
DC_DE,9041,SJ-0194-L,312,54,2025-05-02,Germany
DC_DE,9042,CA-1098,579,101,2025-10-16,Germany
DC_FR,9043,PK-7098,774,187,2025-09-01,France
DC_DE,9044,BK-M38S-46,606,101,2025-01-13,Germany
WH001,9045,TI-M602,508,114,2025-08-20,US
DC_DE,9046,PK-7098,29,33,2025-09-01,Germany
DC_UK,9047,BK-M38S-40,416,176,2025-04-27,United Kingdom
WH001,9048,FE-6654,278,92,2025-06-10,US
DC_FR,9049,BC-M005,987,146,2025-09-23,France
WH001,9050,WB-H098,307,79,2025-10-29,US
DC_DE,9051,TI-R092,639,197,2025-02-28,Germany
DC_CA,9052,PK-7098,980,162,2025-08-22,Canada
DC_UK,9053,TI-M267,656,54,2025-07-12,United Kingdom
DC_FR,9054,TT-M928,166,162,2025-02-22,France
WH003,9055,HL-U509,710,189,2025-03-21,US
DC_UK,9056,TT-M928,313,195,2025-01-11,United Kingdom
DC_CA,9057,TI-M267,150,195,2025-06-28,Canada
DC_UK,9058,TI-M267,854,170,2025-06-28,United Kingdom
WH003,9059,TT-M928,320,88,2025-10-02,US
DC_UK,9060,LJ-0192-X,343,68,2025-11-02,United Kingdom
DC_FR,9061,BC-M005,751,130,2025-05-16,France
DC_FR,9062,WB-H098,166,69,2025-12-15,France
WH002,9063,CA-1098,657,182,2025-09-10,US
WH002,9064,WB-H098,16,153,2025-02-26,US
WH002,9065,BC-M005,735,74,2025-07-22,US
WH003,9066,SH-W890-L,803,178,2025-03-25,US
DC_UK,9067,LJ-0192-X,504,182,2025-07-04,United Kingdom
WH002,9068,GL-H102-M,151,70,2025-08-06,US
WH003,9069,CA-1098,601,41,2025-10-06,US
WH002,9070,SH-W890-S,495,29,2025-01-07,US
WH002,9071,SH-W890-L,998,99,2025-10-04,US
DC_FR,9072,SO-R809-M,177,99,2025-04-15,France
WH002,9073,WB-H098,747,198,2025-07-05,US
DC_FR,9074,HY-1023-70,844,76,2025-06-24,France
WH003,9075,TT-M928,734,89,2025-10-24,US
WH001,9076,PK-7098,139,158,2025-11-08,US
WH003,9077,TT-M928,325,137,2025-07-23,US
DC_FR,9078,TT-M928,866,121,2025-05-16,France
DC_UK,9079,PK-7098,263,183,2025-01-04,United Kingdom
WH002,9080,FE-6654,125,121,2025-07-07,US
DC_DE,9081,LJ-0192-S,351,182,2025-01-09,Germany
DC_UK,9082,WB-H098,389,144,2025-04-26,United Kingdom
DC_FR,9083,HL-U509-B,764,146,2025-06-21,France
DC_UK,9084,BC-M005,774,197,2025-09-26,United Kingdom
WH002,9085,TT-R982,215,166,2025-09-19,US
DC_FR,9086,TI-R092,528,182,2025-05-16,France
DC_CA,9087,GL-H102-M,960,191,2025-03-21,Canada
DC_UK,9088,TI-T723,172,42,2025-07-19,United Kingdom
DC_CA,9089,TT-T092,475,116,2025-10-29,Canada
DC_DE,9090,TT-R982,176,25,2025-07-15,Germany
WH002,9091,TT-R982,63,184,2025-05-08,US
DC_CA,9092,HL-U509,131,133,2025-06-22,Canada
DC_UK,9093,TT-T092,264,171,2025-09-26,United Kingdom
DC_DE,9094,TI-T723,735,183,2025-02-21,Germany
DC_CA,9095,TI-T723,335,186,2025-09-15,Canada
WH002,9096,TT-T092,308,162,2025-07-30,US
DC_CA,9097,TT-T092,244,130,2025-07-29,Canada
DC_FR,9098,HL-U509-R,529,76,2025-01-25,France
DC_CA,9099,TI-M823,417,199,2025-11-21,Canada
DC_CA,9100,PK-7098,576,189,2025-10-18,Canada
DC_CA,9101,ST-1401,457,28,2025-07-16,Canada
DC_CA,9102,TT-T092,648,65,2025-07-01,Canada
WH001,9103,TT-M928,520,148,2025-01-24,US
WH001,9104,TI-M823,471,192,2025-11-23,US
WH002,9105,FE-6654,701,189,2025-04-28,US
WH003,9106,TI-M823,650,194,2025-04-17,US
DC_UK,9107,TT-M928,6,197,2025-09-07,United Kingdom
DC_CA,9108,HL-U509,321,160,2025-03-22,Canada
WH002,9109,SO-R809-M,655,25,2025-03-14,US
WH003,9110,FE-6654,606,131,2025-02-15,US
DC_UK,9111,FE-6654,554,137,2025-11-25,United Kingdom
DC_FR,9112,HL-U509,288,34,2025-02-15,France
DC_DE,9113,LJ-0192-M,62,145,2025-03-20,Germany
DC_UK,9114,BK-M68S-38,149,176,2025-01-23,United Kingdom
DC_FR,9115,HL-U509,715,193,2025-10-12,France
WH003,9116,BK-M68B-42,610,33,2025-07-13,US
DC_FR,9117,FE-6654,5,150,2025-01-04,France
